date_entry,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,expiry_date,nifty_spot_price
2025-05-27 13:31:05,23400,2925,2100,3825,45.90,2025-06-12,24821.70
2025-05-27 13:36:05,23400,2925,2100,3825,45.90,2025-06-12,24823.60
2025-05-27 13:41:06,23400,2925,2100,3825,45.90,2025-06-12,24833.60
2025-05-27 13:46:06,23400,2925,2100,3825,45.90,2025-06-12,24850.60
2025-05-27 15:11:05,23400,3825,2100,5400,41.45,2025-06-12,24837.55
2025-05-27 15:16:06,23400,4125,2100,5700,39.75,2025-06-12,24831.45
2025-05-27 15:21:06,23400,4425,2100,6000,39.75,2025-06-12,24825.10
2025-05-27 15:26:06,23400,4725,2100,6600,38.45,2025-06-12,24820.95
2025-05-27 15:31:05,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 15:35:06,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 15:51:06,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:05:05,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:10:07,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:15:06,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:20:05,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:30:06,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:35:06,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 16:40:05,23400,4725,2100,6675,39.00,2025-06-12,24826.20
2025-05-27 11:16:04,23500,6354225,6499275,14157300,2.95,2025-05-29,24911.45
2025-05-27 11:21:05,23500,6348750,6499275,14549475,2.85,2025-05-29,24896.90
2025-05-27 11:26:04,23500,6365700,6499275,14942550,2.85,2025-05-29,24985.60
2025-05-27 11:31:05,23500,6279450,6499275,15351825,3.15,2025-05-29,25055.65
2025-05-27 11:36:04,23500,6229500,6499275,15898350,2.95,2025-05-29,25014.60
2025-05-27 11:40:05,23500,6276600,6499275,16367850,2.90,2025-05-29,24972.00
2025-05-27 11:46:05,23500,6256350,6499275,16762950,2.90,2025-05-29,24966.35
2025-05-27 11:51:05,23500,6239475,6499275,17184150,2.85,2025-05-29,24916.30
2025-05-27 11:56:06,23500,6293550,6499275,17430300,2.90,2025-05-29,24968.30
2025-05-27 12:01:05,23500,6274575,6499275,17819025,2.95,2025-05-29,24932.55
2025-05-27 12:06:05,23500,6478950,6499275,18230100,3.05,2025-05-29,24956.70
2025-05-27 12:11:05,23500,6477375,6499275,18413100,2.95,2025-05-29,24942.65
2025-05-27 12:16:05,23500,6475800,6499275,18656925,3.05,2025-05-29,24947.20
2025-05-27 12:21:05,23500,6477600,6499275,18810600,3.00,2025-05-29,24925.70
2025-05-27 12:26:05,23500,6505800,6499275,19405200,2.85,2025-05-29,24889.35
2025-05-27 12:31:05,23500,6547500,6499275,20207625,3.20,2025-05-29,24821.05
2025-05-27 12:36:04,23500,6550950,6499275,20787075,3.35,2025-05-29,24864.30
2025-05-27 12:41:05,23500,6689850,6499275,20976975,3.55,2025-05-29,24856.40
2025-05-27 12:46:04,23500,6688800,6499275,21402900,3.50,2025-05-29,24873.70
2025-05-27 12:51:05,23500,6870675,6499275,21791475,3.55,2025-05-29,24846.40
2025-05-27 12:56:05,23500,6877575,6499275,21993150,3.60,2025-05-29,24846.60
2025-05-27 13:01:04,23500,6878175,6499275,22102725,3.50,2025-05-29,24823.10
2025-05-27 13:06:05,23500,6864600,6499275,22252275,3.55,2025-05-29,24811.75
2025-05-27 13:11:05,23500,6836775,6499275,22763625,3.25,2025-05-29,24826.65
2025-05-27 13:16:05,23500,6921300,6499275,23041425,2.95,2025-05-29,24843.60
2025-05-27 13:21:05,23500,6906075,6499275,23315175,2.85,2025-05-29,24824.05
