ledger_id,date_entry,call_writer_oi,call_wri_oi_prev,call_volume,call_ltp,call_iv,expiry_date,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,put_iv,nifty_spot_price,pcr
203244,2025-04-23 23:50:05,675,675,0,2644.80,0.00,2025-05-08,21550,2625,2025,1725,11.90,30.18,24328.95,3.88890
203245,2025-04-23 23:50:05,375,375,0,2591.80,0.00,2025-05-08,21600,34800,19725,51000,13.75,30.40,24328.95,92.80000
203246,2025-04-23 23:50:05,525,525,0,2562.80,0.00,2025-05-08,21650,3750,3825,0,15.00,30.33,24328.95,7.14290
203247,2025-04-23 23:50:05,450,375,150,2645.00,0.00,2025-05-08,21700,9075,9675,5850,13.45,29.36,24328.95,20.16670
203248,2025-04-23 23:50:05,675,750,0,2435.40,0.00,2025-05-08,21750,1650,1875,0,35.25,34.52,24328.95,2.44440
203249,2025-04-23 23:50:05,2700,2700,150,2545.00,0.00,2025-05-08,21800,15450,16125,11400,15.45,29.02,24328.95,5.72220
203250,2025-04-23 23:50:05,525,450,0,2354.45,0.00,2025-05-08,21850,1125,1050,2475,13.60,28.02,24328.95,2.14290
203251,2025-04-23 23:50:05,600,600,0,2295.70,0.00,2025-05-08,21900,6150,6300,3975,16.10,28.17,24328.95,10.25000
203252,2025-04-23 23:50:05,450,450,0,2263.25,0.00,2025-05-08,21950,3900,3900,375,15.40,27.44,24328.95,8.66670
203253,2025-04-23 23:50:05,10650,10650,75,2365.00,24.93,2025-05-08,22000,320850,243225,650100,17.45,27.53,24328.95,30.12680
203254,2025-04-23 23:50:05,75,150,0,2162.80,0.00,2025-05-08,22050,2100,2100,150,22.60,28.44,24328.95,28.00000
203255,2025-04-23 23:50:05,300,375,300,2248.00,0.00,2025-05-08,22100,26475,24150,30450,19.40,27.04,24328.95,88.25000
203256,2025-04-23 23:50:05,375,375,0,2051.70,0.00,2025-05-08,22150,2175,2175,150,18.50,26.46,24328.95,5.80000
203257,2025-04-23 23:50:05,525,525,0,2003.95,0.00,2025-05-08,22200,26700,35400,55125,18.05,25.73,24328.95,50.85710
203258,2025-04-23 23:50:05,225,300,0,1975.80,0.00,2025-05-08,22250,3825,3825,450,28.45,27.56,24328.95,17.00000
203259,2025-04-23 23:50:05,450,450,75,1864.75,0.00,2025-05-08,22300,36150,21900,42075,21.05,25.34,24328.95,80.33330
203260,2025-04-23 23:50:05,300,375,0,1881.10,0.00,2025-05-08,22350,2700,3375,7950,23.80,25.51,24328.95,9.00000
203261,2025-04-23 23:50:05,2250,2325,0,1884.00,0.00,2025-05-08,22400,19800,14550,22350,23.95,25.01,24328.95,8.80000
203262,2025-04-23 23:50:05,150,300,0,1759.30,0.00,2025-05-08,22450,1350,2550,1875,25.15,24.63,24328.95,9.00000
203263,2025-04-23 23:50:05,7575,7125,3075,1883.40,24.63,2025-05-08,22500,274050,138750,666525,23.25,23.70,24328.95,36.17820
203264,2025-04-23 23:50:05,225,300,0,1662.75,0.00,2025-05-08,22550,14100,14100,0,32.30,25.04,24328.95,62.66670
203265,2025-04-23 23:50:05,6375,6300,450,1660.00,0.00,2025-05-08,22600,21450,17025,30525,30.65,24.08,24328.95,3.36470
203266,2025-04-23 23:50:05,525,2475,0,1573.15,0.00,2025-05-08,22650,2925,3300,9675,30.35,23.38,24328.95,5.57140
203267,2025-04-23 23:50:05,5775,5925,375,1677.35,19.35,2025-05-08,22700,64800,54825,51675,31.40,23.09,24328.95,11.22080
203268,2025-04-23 23:50:05,150,225,0,1469.65,0.00,2025-05-08,22750,4125,5250,6075,32.10,22.64,24328.95,27.50000
203269,2025-04-23 23:50:05,5700,5700,450,1533.65,0.00,2025-05-08,22800,106500,89925,265650,34.30,22.32,24328.95,18.68420
203270,2025-04-23 23:50:05,750,825,0,1399.55,0.00,2025-05-08,22850,3825,8400,9825,36.70,22.98,24328.95,5.10000
203271,2025-04-23 23:50:05,4200,11025,0,1350.25,0.00,2025-05-08,22900,35325,34425,42000,37.30,21.70,24328.95,8.41070
203272,2025-04-23 23:50:05,1350,1425,0,1296.90,0.00,2025-05-08,22950,3825,3825,1350,40.00,21.48,24328.95,2.83330
203273,2025-04-23 23:50:05,73875,63375,16650,1399.80,21.35,2025-05-08,23000,382125,311475,917250,41.00,20.92,24328.95,5.17260
203274,2025-04-23 23:50:05,450,450,450,1362.30,21.28,2025-05-08,23050,3225,3075,13275,43.30,20.71,24328.95,7.16670
203275,2025-04-23 23:50:05,6450,6450,75,1245.00,0.00,2025-05-08,23100,41250,36225,93000,44.75,20.17,24328.95,6.39530
203276,2025-04-23 23:50:05,1800,1800,75,1267.95,21.51,2025-05-08,23150,3375,4575,4725,49.35,20.10,24328.95,1.87500
203277,2025-04-23 23:50:05,6825,6000,2175,1215.00,20.57,2025-05-08,23200,98325,71175,283725,52.00,19.76,24328.95,14.40660
203278,2025-04-23 23:50:05,975,975,525,1174.85,20.12,2025-05-08,23250,8550,10350,13050,56.10,19.55,24328.95,8.76920
203279,2025-04-23 23:50:05,8175,8025,1500,1120.00,18.98,2025-05-08,23300,134550,93000,267075,58.05,20.03,24328.95,16.45870
203280,2025-04-23 23:50:05,2475,1950,900,1080.80,20.07,2025-05-08,23350,9675,10050,18525,62.60,18.89,24328.95,3.90910
203281,2025-04-23 23:50:05,10725,11625,5775,1028.00,19.13,2025-05-08,23400,87525,63375,292275,63.45,18.31,24328.95,8.16080
203282,2025-04-23 23:50:05,1650,1650,525,987.60,18.62,2025-05-08,23450,7350,9975,13575,66.45,18.02,24328.95,4.45450
203283,2025-04-23 23:50:05,93525,93075,76200,934.00,18.25,2025-05-08,23500,398475,310800,1141575,71.60,17.71,24328.95,4.26060
203284,2025-04-23 23:50:05,4425,4425,75,907.30,19.04,2025-05-08,23550,5100,8400,21750,75.95,17.33,24328.95,1.15250
203285,2025-04-23 23:50:05,15600,16350,5850,839.45,17.25,2025-05-08,23600,118725,112425,238425,82.50,17.16,24328.95,7.61060
203286,2025-04-23 23:50:05,3750,3750,225,808.50,17.40,2025-05-08,23650,15825,14175,32550,88.70,16.87,24328.95,4.22000
203287,2025-04-23 23:50:05,75300,80025,12075,761.40,17.35,2025-05-08,23700,145650,113700,345825,98.20,16.80,24328.95,1.93430
203288,2025-04-23 23:50:05,2625,2550,300,716.75,16.93,2025-05-08,23750,21225,21900,47625,101.00,16.22,24328.95,8.08570
203289,2025-04-23 23:50:05,258075,260325,46050,679.80,16.98,2025-05-08,23800,311400,255300,491100,110.00,16.04,24328.95,1.20660
203290,2025-04-23 23:50:05,5775,4800,1425,640.95,16.84,2025-05-08,23850,30075,23775,59625,115.20,15.94,24328.95,5.20780
203291,2025-04-23 23:50:05,133800,134775,35850,609.00,17.06,2025-05-08,23900,174150,155625,365550,131.50,15.73,24328.95,1.30160
203292,2025-04-23 23:50:05,7275,8025,6075,559.05,16.17,2025-05-08,23950,36375,37575,52275,141.55,15.61,24328.95,5.00000
203293,2025-04-23 23:50:05,1482825,1473975,590550,518.65,15.80,2025-05-08,24000,836925,633000,1708350,150.00,15.05,24328.95,0.56440
203294,2025-04-23 23:50:05,7500,6375,9300,480.30,15.50,2025-05-08,24050,21225,30150,107700,166.65,15.05,24328.95,2.83000
203295,2025-04-23 23:50:05,95325,125175,243075,450.05,15.59,2025-05-08,24100,139875,113550,637125,181.55,14.88,24328.95,1.46730
203296,2025-04-23 23:50:05,19500,27975,75300,421.80,15.72,2025-05-08,24150,39900,31500,106650,197.00,14.69,24328.95,2.04620
203297,2025-04-23 23:50:05,296025,279225,850200,381.45,15.14,2025-05-08,24200,255825,167550,1075500,215.95,14.62,24328.95,0.86420
203298,2025-04-23 23:50:05,21300,23925,185400,351.30,15.04,2025-05-08,24250,18300,12075,119775,233.20,14.39,24328.95,0.85920
203299,2025-04-23 23:50:05,170175,109350,1025550,327.45,15.19,2025-05-08,24300,115200,30150,782700,258.00,14.48,24328.95,0.67700
203300,2025-04-23 23:50:05,27000,16725,250725,301.00,15.14,2025-05-08,24350,15825,6600,183525,277.05,14.21,24328.95,0.58610
203301,2025-04-23 23:50:05,124500,72975,635925,275.00,15.05,2025-05-08,24400,110775,75900,331200,301.20,14.12,24328.95,0.88980
203302,2025-04-23 23:50:05,21225,15450,65325,255.05,15.20,2025-05-08,24450,4200,5175,22575,334.00,14.40,24328.95,0.19790
203303,2025-04-23 23:50:05,391575,251475,1562925,227.55,15.12,2025-05-08,24500,55275,24525,207750,361.60,14.35,24328.95,0.14120
203304,2025-04-23 23:50:05,25650,18825,93075,208.95,15.32,2025-05-08,24550,3075,6000,8325,387.50,14.13,24328.95,0.11990
203305,2025-04-23 23:50:05,111600,74400,439575,191.80,15.43,2025-05-08,24600,9675,4125,27000,422.35,14.32,24328.95,0.08670
203306,2025-04-23 23:50:05,14700,15000,56925,175.85,15.16,2025-05-08,24650,2400,2400,3300,453.90,14.26,24328.95,0.16330
203307,2025-04-23 23:50:05,100575,99825,508125,158.80,15.13,2025-05-08,24700,7950,5550,19425,486.80,14.20,24328.95,0.07900
203308,2025-04-23 23:50:05,17250,21375,84000,145.20,15.23,2025-05-08,24750,1425,1575,825,501.80,12.99,24328.95,0.08260
203309,2025-04-23 23:50:05,172050,99750,712650,128.55,15.08,2025-05-08,24800,3225,2400,3975,557.95,14.17,24328.95,0.01870
203310,2025-04-23 23:50:05,15450,18225,113775,113.80,14.98,2025-05-08,24850,975,525,600,593.00,14.43,24328.95,0.06310
203311,2025-04-23 23:50:05,75525,77400,376275,103.00,15.06,2025-05-08,24900,1500,1275,525,680.00,17.50,24328.95,0.01990
203312,2025-04-23 23:50:05,16875,13500,72150,94.50,15.23,2025-05-08,24950,150,150,450,670.90,14.24,24328.95,0.00890
203313,2025-04-23 23:50:05,1385550,1447800,2491575,85.00,15.27,2025-05-08,25000,7500,4575,12750,712.00,13.98,24328.95,0.00540
203314,2025-04-23 23:50:05,42525,21975,63750,76.45,15.21,2025-05-08,25050,150,150,450,751.65,14.40,24328.95,0.00350
203315,2025-04-23 23:50:05,93825,92250,328275,69.00,15.42,2025-05-08,25100,150,150,375,794.35,13.80,24328.95,0.00160
203316,2025-04-23 23:50:05,9600,5700,37650,60.50,15.24,2025-05-08,25150,150,150,600,821.75,12.98,24328.95,0.01560
203317,2025-04-23 23:50:05,87225,89100,462825,51.90,15.21,2025-05-08,25200,150,150,600,864.80,12.78,24328.95,0.00170
203318,2025-04-23 23:50:05,9825,8175,24075,50.85,15.60,2025-05-08,25250,300,150,600,910.05,12.74,24328.95,0.03050
203319,2025-04-23 23:50:05,86625,34500,331875,44.45,15.67,2025-05-08,25300,300,300,600,958.15,12.50,24328.95,0.00350
203320,2025-04-23 23:50:05,10050,8025,29325,40.65,15.92,2025-05-08,25350,225,225,75,1009.75,13.73,24328.95,0.02240
203321,2025-04-23 23:50:05,117000,67950,506100,34.35,15.67,2025-05-08,25400,300,300,600,1055.30,12.07,24328.95,0.00260
203322,2025-04-23 23:50:05,10350,15525,33225,32.60,15.99,2025-05-08,25450,225,225,600,1102.80,11.93,24328.95,0.02170
203323,2025-04-23 23:50:05,384225,248400,1197000,29.25,16.08,2025-05-08,25500,2850,2475,675,1164.80,15.98,24328.95,0.00740
203324,2025-04-23 23:50:05,9525,12225,30375,26.75,16.19,2025-05-08,25550,225,225,0,1374.75,29.85,24328.95,0.02360
203325,2025-04-23 23:50:05,61350,54750,171825,23.80,16.25,2025-05-08,25600,300,300,0,1320.00,22.83,24328.95,0.00490
203326,2025-04-23 23:50:05,2550,525,6525,22.70,16.57,2025-05-08,25650,0,0,0,0.00,0.00,24328.95,0.00000
203327,2025-04-23 23:50:05,9375,1950,25725,20.85,16.71,2025-05-08,25700,0,0,0,0.00,0.00,24328.95,0.00000
203328,2025-04-23 23:50:05,4050,2775,12750,18.50,16.75,2025-05-08,25750,0,0,0,0.00,0.00,24328.95,0.00000
203329,2025-04-23 23:50:05,33150,20100,67125,16.20,16.91,2025-05-08,25800,0,0,0,0.00,0.00,24328.95,0.00000
203330,2025-04-23 23:50:05,3975,0,7200,14.30,16.82,2025-05-08,25850,0,0,0,0.00,0.00,24328.95,0.00000
203331,2025-04-23 23:50:05,117900,27450,459600,11.75,16.72,2025-05-08,25900,0,0,0,0.00,0.00,24328.95,0.00000
203555,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20400,119100,70350,174000,5.50,37.41,24328.95,
203556,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20450,0,0,0,0.00,0.00,24328.95,
203557,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20500,48225,37875,48000,4.85,35.89,24328.95,
203558,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20550,0,0,0,0.00,0.00,24328.95,
203559,2025-04-23 23:55:06,75,75,0,3593.65,0.00,2025-05-08,20600,5775,6300,3825,5.45,35.52,24328.95,77.00000
203560,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20650,0,0,0,0.00,0.00,24328.95,
203561,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20700,5025,5850,4875,5.65,34.79,24328.95,
203562,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20750,0,0,0,0.00,0.00,24328.95,
203563,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20800,0,0,0,0.00,0.00,24328.95,
203564,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20850,0,0,0,0.00,0.00,24328.95,
203565,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20900,0,0,0,0.00,0.00,24328.95,
203566,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,20950,0,0,0,0.00,0.00,24328.95,
203567,2025-04-23 23:55:06,75,75,0,3175.80,0.00,2025-05-08,21000,96600,44625,210750,9.15,34.30,24328.95,1288.00000
203568,2025-04-23 23:55:06,75,75,0,3142.80,0.00,2025-05-08,21050,0,0,0,0.00,0.00,24328.95,0.00000
203569,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21100,225,225,0,21.30,38.06,24328.95,
203570,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21150,0,0,0,0.00,0.00,24328.95,
203571,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21200,0,0,0,0.00,0.00,24328.95,
203572,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21250,0,0,0,0.00,0.00,24328.95,
203573,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21300,0,0,0,0.00,0.00,24328.95,
203574,2025-04-23 23:55:06,75,75,0,2847.95,0.00,2025-05-08,21350,0,0,0,0.00,0.00,24328.95,0.00000
203575,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21400,0,0,0,0.00,0.00,24328.95,
203576,2025-04-23 23:55:06,0,0,0,0.00,0.00,2025-05-08,21450,0,0,0,0.00,0.00,24328.95,
203577,2025-04-23 23:55:06,450,450,0,2669.90,0.00,2025-05-08,21500,137100,92100,208650,11.05,30.33,24328.95,304.66670
203578,2025-04-23 23:55:06,675,675,0,2644.80,0.00,2025-05-08,21550,2625,2025,1725,11.90,30.18,24328.95,3.88890
203579,2025-04-23 23:55:06,375,375,0,2591.80,0.00,2025-05-08,21600,34800,19725,51000,13.75,30.40,24328.95,92.80000
203580,2025-04-23 23:55:06,525,525,0,2562.80,0.00,2025-05-08,21650,3750,3825,0,15.00,30.33,24328.95,7.14290
203581,2025-04-23 23:55:06,450,375,150,2645.00,0.00,2025-05-08,21700,9075,9675,5850,13.45,29.36,24328.95,20.16670
203582,2025-04-23 23:55:06,675,750,0,2435.40,0.00,2025-05-08,21750,1650,1875,0,35.25,34.52,24328.95,2.44440
203583,2025-04-23 23:55:06,2700,2700,150,2545.00,0.00,2025-05-08,21800,15450,16125,11400,15.45,29.02,24328.95,5.72220
203584,2025-04-23 23:55:06,525,450,0,2354.45,0.00,2025-05-08,21850,1125,1050,2475,13.60,28.02,24328.95,2.14290
203585,2025-04-23 23:55:06,600,600,0,2295.70,0.00,2025-05-08,21900,6150,6300,3975,16.10,28.17,24328.95,10.25000
203586,2025-04-23 23:55:06,450,450,0,2263.25,0.00,2025-05-08,21950,3900,3900,375,15.40,27.44,24328.95,8.66670
203587,2025-04-23 23:55:06,10650,10650,75,2365.00,24.93,2025-05-08,22000,320850,243225,650100,17.45,27.53,24328.95,30.12680
203588,2025-04-23 23:55:06,75,150,0,2162.80,0.00,2025-05-08,22050,2100,2100,150,22.60,28.44,24328.95,28.00000
203589,2025-04-23 23:55:06,300,375,300,2248.00,0.00,2025-05-08,22100,26475,24150,30450,19.40,27.04,24328.95,88.25000
203590,2025-04-23 23:55:06,375,375,0,2051.70,0.00,2025-05-08,22150,2175,2175,150,18.50,26.46,24328.95,5.80000
203591,2025-04-23 23:55:06,525,525,0,2003.95,0.00,2025-05-08,22200,26700,35400,55125,18.05,25.73,24328.95,50.85710
203592,2025-04-23 23:55:06,225,300,0,1975.80,0.00,2025-05-08,22250,3825,3825,450,28.45,27.56,24328.95,17.00000
203593,2025-04-23 23:55:06,450,450,75,1864.75,0.00,2025-05-08,22300,36150,21900,42075,21.05,25.34,24328.95,80.33330
203594,2025-04-23 23:55:06,300,375,0,1881.10,0.00,2025-05-08,22350,2700,3375,7950,23.80,25.51,24328.95,9.00000
203595,2025-04-23 23:55:06,2250,2325,0,1884.00,0.00,2025-05-08,22400,19800,14550,22350,23.95,25.01,24328.95,8.80000
203596,2025-04-23 23:55:06,150,300,0,1759.30,0.00,2025-05-08,22450,1350,2550,1875,25.15,24.63,24328.95,9.00000
203597,2025-04-23 23:55:06,7575,7125,3075,1883.40,24.63,2025-05-08,22500,274050,138750,666525,23.25,23.70,24328.95,36.17820
203598,2025-04-23 23:55:06,225,300,0,1662.75,0.00,2025-05-08,22550,14100,14100,0,32.30,25.04,24328.95,62.66670
203599,2025-04-23 23:55:06,6375,6300,450,1660.00,0.00,2025-05-08,22600,21450,17025,30525,30.65,24.08,24328.95,3.36470
203600,2025-04-23 23:55:06,525,2475,0,1573.15,0.00,2025-05-08,22650,2925,3300,9675,30.35,23.38,24328.95,5.57140
203601,2025-04-23 23:55:06,5775,5925,375,1677.35,19.35,2025-05-08,22700,64800,54825,51675,31.40,23.09,24328.95,11.22080
203602,2025-04-23 23:55:06,150,225,0,1469.65,0.00,2025-05-08,22750,4125,5250,6075,32.10,22.64,24328.95,27.50000
203603,2025-04-23 23:55:06,5700,5700,450,1533.65,0.00,2025-05-08,22800,106500,89925,265650,34.30,22.32,24328.95,18.68420
203604,2025-04-23 23:55:06,750,825,0,1399.55,0.00,2025-05-08,22850,3825,8400,9825,36.70,22.98,24328.95,5.10000
203605,2025-04-23 23:55:06,4200,11025,0,1350.25,0.00,2025-05-08,22900,35325,34425,42000,37.30,21.70,24328.95,8.41070
203606,2025-04-23 23:55:06,1350,1425,0,1296.90,0.00,2025-05-08,22950,3825,3825,1350,40.00,21.48,24328.95,2.83330
203607,2025-04-23 23:55:06,73875,63375,16650,1399.80,21.35,2025-05-08,23000,382125,311475,917250,41.00,20.92,24328.95,5.17260
203608,2025-04-23 23:55:06,450,450,450,1362.30,21.28,2025-05-08,23050,3225,3075,13275,43.30,20.71,24328.95,7.16670
203609,2025-04-23 23:55:06,6450,6450,75,1245.00,0.00,2025-05-08,23100,41250,36225,93000,44.75,20.17,24328.95,6.39530
203610,2025-04-23 23:55:06,1800,1800,75,1267.95,21.51,2025-05-08,23150,3375,4575,4725,49.35,20.10,24328.95,1.87500
203611,2025-04-23 23:55:06,6825,6000,2175,1215.00,20.57,2025-05-08,23200,98325,71175,283725,52.00,19.76,24328.95,14.40660
203612,2025-04-23 23:55:06,975,975,525,1174.85,20.12,2025-05-08,23250,8550,10350,13050,56.10,19.55,24328.95,8.76920
203613,2025-04-23 23:55:06,8175,8025,1500,1120.00,18.98,2025-05-08,23300,134550,93000,267075,58.05,20.03,24328.95,16.45870
203614,2025-04-23 23:55:06,2475,1950,900,1080.80,20.07,2025-05-08,23350,9675,10050,18525,62.60,18.89,24328.95,3.90910
203615,2025-04-23 23:55:06,10725,11625,5775,1028.00,19.13,2025-05-08,23400,87525,63375,292275,63.45,18.31,24328.95,8.16080
203616,2025-04-23 23:55:06,1650,1650,525,987.60,18.62,2025-05-08,23450,7350,9975,13575,66.45,18.02,24328.95,4.45450
203617,2025-04-23 23:55:06,93525,93075,76200,934.00,18.25,2025-05-08,23500,398475,310800,1141575,71.60,17.71,24328.95,4.26060
203618,2025-04-23 23:55:06,4425,4425,75,907.30,19.04,2025-05-08,23550,5100,8400,21750,75.95,17.33,24328.95,1.15250
203619,2025-04-23 23:55:06,15600,16350,5850,839.45,17.25,2025-05-08,23600,118725,112425,238425,82.50,17.16,24328.95,7.61060
203620,2025-04-23 23:55:06,3750,3750,225,808.50,17.40,2025-05-08,23650,15825,14175,32550,88.70,16.87,24328.95,4.22000
203621,2025-04-23 23:55:06,75300,80025,12075,761.40,17.35,2025-05-08,23700,145650,113700,345825,98.20,16.80,24328.95,1.93430
203622,2025-04-23 23:55:06,2625,2550,300,716.75,16.93,2025-05-08,23750,21225,21900,47625,101.00,16.22,24328.95,8.08570
203623,2025-04-23 23:55:06,258075,260325,46050,679.80,16.98,2025-05-08,23800,311400,255300,491100,110.00,16.04,24328.95,1.20660
203624,2025-04-23 23:55:06,5775,4800,1425,640.95,16.84,2025-05-08,23850,30075,23775,59625,115.20,15.94,24328.95,5.20780
203625,2025-04-23 23:55:06,133800,134775,35850,609.00,17.06,2025-05-08,23900,174150,155625,365550,131.50,15.73,24328.95,1.30160
203626,2025-04-23 23:55:06,7275,8025,6075,559.05,16.17,2025-05-08,23950,36375,37575,52275,141.55,15.61,24328.95,5.00000
203627,2025-04-23 23:55:06,1482825,1473975,590550,518.65,15.80,2025-05-08,24000,836925,633000,1708350,150.00,15.05,24328.95,0.56440
203628,2025-04-23 23:55:06,7500,6375,9300,480.30,15.50,2025-05-08,24050,21225,30150,107700,166.65,15.05,24328.95,2.83000
203629,2025-04-23 23:55:06,95325,125175,243075,450.05,15.59,2025-05-08,24100,139875,113550,637125,181.55,14.88,24328.95,1.46730
203630,2025-04-23 23:55:06,19500,27975,75300,421.80,15.72,2025-05-08,24150,39900,31500,106650,197.00,14.69,24328.95,2.04620
203631,2025-04-23 23:55:06,296025,279225,850200,381.45,15.14,2025-05-08,24200,255825,167550,1075500,215.95,14.62,24328.95,0.86420
203632,2025-04-23 23:55:06,21300,23925,185400,351.30,15.04,2025-05-08,24250,18300,12075,119775,233.20,14.39,24328.95,0.85920
203633,2025-04-23 23:55:06,170175,109350,1025550,327.45,15.19,2025-05-08,24300,115200,30150,782700,258.00,14.48,24328.95,0.67700
203634,2025-04-23 23:55:06,27000,16725,250725,301.00,15.14,2025-05-08,24350,15825,6600,183525,277.05,14.21,24328.95,0.58610
203635,2025-04-23 23:55:06,124500,72975,635925,275.00,15.05,2025-05-08,24400,110775,75900,331200,301.20,14.12,24328.95,0.88980
203636,2025-04-23 23:55:06,21225,15450,65325,255.05,15.20,2025-05-08,24450,4200,5175,22575,334.00,14.40,24328.95,0.19790
203637,2025-04-23 23:55:06,391575,251475,1562925,227.55,15.12,2025-05-08,24500,55275,24525,207750,361.60,14.35,24328.95,0.14120
203638,2025-04-23 23:55:06,25650,18825,93075,208.95,15.32,2025-05-08,24550,3075,6000,8325,387.50,14.13,24328.95,0.11990
203639,2025-04-23 23:55:06,111600,74400,439575,191.80,15.43,2025-05-08,24600,9675,4125,27000,422.35,14.32,24328.95,0.08670
203640,2025-04-23 23:55:06,14700,15000,56925,175.85,15.16,2025-05-08,24650,2400,2400,3300,453.90,14.26,24328.95,0.16330
203641,2025-04-23 23:55:06,100575,99825,508125,158.80,15.13,2025-05-08,24700,7950,5550,19425,486.80,14.20,24328.95,0.07900
203642,2025-04-23 23:55:06,17250,21375,84000,145.20,15.23,2025-05-08,24750,1425,1575,825,501.80,12.99,24328.95,0.08260
203643,2025-04-23 23:55:06,172050,99750,712650,128.55,15.08,2025-05-08,24800,3225,2400,3975,557.95,14.17,24328.95,0.01870
203644,2025-04-23 23:55:06,15450,18225,113775,113.80,14.98,2025-05-08,24850,975,525,600,593.00,14.43,24328.95,0.06310
203645,2025-04-23 23:55:06,75525,77400,376275,103.00,15.06,2025-05-08,24900,1500,1275,525,680.00,17.50,24328.95,0.01990
203646,2025-04-23 23:55:06,16875,13500,72150,94.50,15.23,2025-05-08,24950,150,150,450,670.90,14.24,24328.95,0.00890
203647,2025-04-23 23:55:06,1385550,1447800,2491575,85.00,15.27,2025-05-08,25000,7500,4575,12750,712.00,13.98,24328.95,0.00540
203648,2025-04-23 23:55:06,42525,21975,63750,76.45,15.21,2025-05-08,25050,150,150,450,751.65,14.40,24328.95,0.00350
203649,2025-04-23 23:55:06,93825,92250,328275,69.00,15.42,2025-05-08,25100,150,150,375,794.35,13.80,24328.95,0.00160
203650,2025-04-23 23:55:06,9600,5700,37650,60.50,15.24,2025-05-08,25150,150,150,600,821.75,12.98,24328.95,0.01560
203651,2025-04-23 23:55:06,87225,89100,462825,51.90,15.21,2025-05-08,25200,150,150,600,864.80,12.78,24328.95,0.00170
203652,2025-04-23 23:55:06,9825,8175,24075,50.85,15.60,2025-05-08,25250,300,150,600,910.05,12.74,24328.95,0.03050
203653,2025-04-23 23:55:06,86625,34500,331875,44.45,15.67,2025-05-08,25300,300,300,600,958.15,12.50,24328.95,0.00350
203654,2025-04-23 23:55:06,10050,8025,29325,40.65,15.92,2025-05-08,25350,225,225,75,1009.75,13.73,24328.95,0.02240
203655,2025-04-23 23:55:06,117000,67950,506100,34.35,15.67,2025-05-08,25400,300,300,600,1055.30,12.07,24328.95,0.00260
203656,2025-04-23 23:55:06,10350,15525,33225,32.60,15.99,2025-05-08,25450,225,225,600,1102.80,11.93,24328.95,0.02170
203657,2025-04-23 23:55:06,384225,248400,1197000,29.25,16.08,2025-05-08,25500,2850,2475,675,1164.80,15.98,24328.95,0.00740
203658,2025-04-23 23:55:06,9525,12225,30375,26.75,16.19,2025-05-08,25550,225,225,0,1374.75,29.85,24328.95,0.02360
203659,2025-04-23 23:55:06,61350,54750,171825,23.80,16.25,2025-05-08,25600,300,300,0,1320.00,22.83,24328.95,0.00490
203660,2025-04-23 23:55:06,2550,525,6525,22.70,16.57,2025-05-08,25650,0,0,0,0.00,0.00,24328.95,0.00000
203661,2025-04-23 23:55:06,9375,1950,25725,20.85,16.71,2025-05-08,25700,0,0,0,0.00,0.00,24328.95,0.00000
203662,2025-04-23 23:55:06,4050,2775,12750,18.50,16.75,2025-05-08,25750,0,0,0,0.00,0.00,24328.95,0.00000
203663,2025-04-23 23:55:06,33150,20100,67125,16.20,16.91,2025-05-08,25800,0,0,0,0.00,0.00,24328.95,0.00000
203664,2025-04-23 23:55:06,3975,0,7200,14.30,16.82,2025-05-08,25850,0,0,0,0.00,0.00,24328.95,0.00000
203665,2025-04-23 23:55:06,117900,27450,459600,11.75,16.72,2025-05-08,25900,0,0,0,0.00,0.00,24328.95,0.00000
203889,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-05-08,20400,119100,70350,174000,5.50,37.41,24328.95,
203890,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-05-08,20450,0,0,0,0.00,0.00,24328.95,
203891,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-05-08,20500,48225,37875,48000,4.85,35.89,24328.95,
203892,2025-04-24 00:00:05,0,0,0,0.00,0.00,2025-05-08,20550,0,0,0,0.00,0.00,24328.95,
203893,2025-04-24 00:00:05,75,75,0,3593.65,0.00,2025-05-08,20600,5775,6300,3825,5.45,35.52,24328.95,77.00000
